"Freq","Power"
"0.5000060001200024","1.7923366296821615"
"0.9000120002400048","1.7923366379075243"
"1.3000180003600073","1.7923366449402762"
"1.7000240004800098","1.7923366507614606"
"2.1000300006000123","1.7923366553452256"
"2.5000360007200144","1.792336658658826"
"2.900042000840017","1.7923366606626214"
"3.3000480009600195","1.7923366613100782"
"3.700054001080022","1.792336660547767"
"4.100060001200024","1.7923366583153644"
"4.500066001320026","1.792336654545653"
"4.900072001440028","1.7923366491645207"
"5.300078001560031","1.7923366420909606"
"5.700084001680033","1.7923366332370716"
"6.100090001800036","1.792336622508058"
"6.5000960019200384","1.7923366098022304"
"6.9001020020400405","1.7923365950110046"
"7.3001080021600435","1.7923365780189011"
"7.700114002280046","1.7923365587035478"
"8.100120002400049","1.7923365369356756"
"8.50012600252005","1.7923365125791246"
"8.900132002640053","1.7923364854908366"
"9.300138002760056","1.792336455520861"
"9.700144002880057","1.7923364225123535"
"10.10015000300006","1.7923363863015738"
"10.500156003120063","1.7923363467178888"
"10.900162003240066","1.7923363035837687"
"11.300168003360067","1.7923362567147918"
"11.70017400348007","1.7923362059196406"
"12.100180003600073","1.792336151000104"
"12.500186003720074","1.7923360917510756"
"12.900192003840077","1.7923360279605565"
"13.30019800396008","1.7923359594096508"
"13.700204004080081","1.7923358858725713"
"14.100210004200084","1.792335807116633"
"14.500216004320087","1.7923357229022618"
"14.900222004440089","1.7923356329829832"
"15.300228004560092","1.7923355371054328"
"15.700234004680095","1.7923354350093499"
"16.1002400048001","1.7923353264275816"
"16.5002460049201","1.7923352110860784"
"16.9002520050401","1.7923350887038991"
"17.300258005160106","1.7923349589932067"
"17.700264005280108","1.7923348216592714"
"18.10027000540011","1.7923346764004673"
"18.500276005520114","1.792334522908276"
"18.900282005640115","1.792334360867286"
"19.300288005760116","1.79233418995519"
"19.70029400588012","1.7923340098427882"
"20.100300006000122","1.7923338201939871"
"20.500306006120127","1.7923336206657972"
"20.900312006240128","1.7923334109083382"
"21.30031800636013","1.7923331905648343"
"21.700324006480134","1.7923329592716166"
"22.100330006600135","1.7923327166581229"
"22.500336006720136","1.7923324623468975"
"22.90034200684014","1.79233219595359"
"23.300348006960142","1.7923319170869594"
"23.700354007080144","1.7923316253488684"
"24.10036000720015","1.792331320334288"
"24.50036600732015","1.792331001631297"
"24.90037200744015","1.7923306688210798"
"25.300378007560155","1.7923303214779267"
"25.700384007680157","1.7923299591692394"
"26.100390007800158","1.7923295814555218"
"26.500396007920163","1.7923291878903889"
"26.900402008040164","1.792328778020561"
"27.300408008160165","1.7923283513858685"
"27.70041400828017","1.7923279075192458"
"28.10042000840017","1.7923274459467398"
"28.500426008520172","1.7923269661875008"
"28.900432008640177","1.7923264677537898"
"29.300438008760178","1.7923259501509756"
"29.70044400888018","1.7923254128775363"
"30.100450009000184","1.7923248554250575"
"30.500456009120185","1.7923242772782322"
"30.900462009240186","1.792323677914867"
"31.30046800936019","1.7923230568058715"
"31.700474009480192","1.7923224134152687"
"32.1004800096002","1.7923217472001907"
"32.5004860097202","1.7923210576108775"
"32.9004920098402","1.792320344090681"
"33.3004980099602","1.792319606076061"
"33.7005040100802","1.79231884299659"
"34.10051001020021","1.7923180542749497"
"34.50051601032021","1.792317239326932"
"34.90052201044021","1.792316397561441"
"35.300528010560214","1.7923155283804924"
"35.700534010680215","1.7923146311792109"
"36.100540010800216","1.7923137053458371"
"36.500546010920225","1.7923127502617195"
"36.900552011040226","1.7923117653013225"
"37.30055801116023","1.7923107498322206"
"37.70056401128023","1.7923097032151023"
"38.10057001140023","1.7923086248037703"
"38.50057601152023","1.79230751394514"
"38.90058201164024","1.7923063699792399"
"39.30058801176024","1.7923051922392146"
"39.70059401188024","1.792303980051323"
"40.10060001200024","1.7923027327349381"
"40.500606012120244","1.7923014496025498"
"40.90061201224025","1.7923001299597627"
"41.30061801236025","1.7922987731052988"
"41.700624012480255","1.7922973783309954"
"42.100630012600256","1.7922959449218083"
"42.50063601272026","1.7922944721558092"
"42.90064201284026","1.7922929593041914"
"43.300648012960266","1.7922914056312622"
"43.70065401308027","1.7922898103944507"
"44.10066001320027","1.7922881728443045"
"44.50066601332027","1.7922864922244923"
"44.90067201344027","1.7922847677718023"
"45.30067801356027","1.7922829987161446"
"45.70068401368028","1.79228118428055"
"46.10069001380028","1.7922793236811736"
"46.50069601392028","1.7922774161272903"
"46.900702014040284","1.7922754608213003"
"47.300708014160286","1.7922734569587275"
"47.70071401428029","1.7922714037282215"
"48.100720014400295","1.7922693003115557"
"48.500726014520296","1.7922671458836297"
"48.9007320146403","1.7922649396124715"
"49.3007380147603","1.792262680659234"
"49.7007440148803","1.7922603681782008"
"50.1007500150003","1.7922580013167826"
"50.50075601512031","1.792255579215519"
"50.90076201524031","1.7922531010080829"
"51.30076801536031","1.7922505658212757"
"51.70077401548031","1.792247972775033"
"52.100780015600314","1.7922453209824203"
"52.50078601572032","1.7922426095496404"
"52.900792015840324","1.7922398375760273"
"53.300798015960325","1.7922370041540532"
"53.700804016080326","1.7922341083693256"
"54.10081001620033","1.7922311493005876"
"54.50081601632033","1.792228126019723"
"54.90082201644034","1.7922250375917546"
"55.30082801656034","1.7922218830748442"
"55.70083401668034","1.7922186615202955"
"56.10084001680034","1.7922153719725544"
"56.50084601692034","1.7922120134692097"
"56.90085201704034","1.7922085850409968"
"57.30085801716035","1.792205085711793"
"57.70086401728035","1.792201514498625"
"58.100870017400354","1.7921978704116668"
"58.500876017520355","1.7921941524542417"
"58.900882017640356","1.7921903596228215"
