PICid,Mass,Radius,Teff,BOLrandomSysNSRNCAM_T,Nu_max_Est
2839656000140,3.02254,2.2583427,11963.453,10.850000381469727,1271.7755661849337
2797638000047,1.5114393,1.6267177,7167.279,14.260000228881836,1583.5637691015436
2722050000028,1.6305826,2.144828,6972.677,11.279999732971191,996.3329075180899
2645246000073,1.475941,1.8807074,6701.612,12.4399995803833,1196.4189311608138
2641220000006,4.1302485,2.9343123,14455.741,10.699999809265137,936.4610546097964
2637280000086,3.9624007,2.7231174,14239.925,11.40999984741211,1051.037463268737
2598372000088,1.3618015,1.5281482,6695.6616,14.34000015258789,1672.7556200489607
2539047000122,1.4149967,1.6743785,6729.923,10.270000457763672,1444.0741299325255
2532934000233,1.5359434,1.5835657,7321.104,13.529999732971191,1680.2006068246203
2487897000361,3.8883967,2.7287514,14013.445,11.239999771118164,1035.4200063376104
2475554000181,3.0061753,2.2409697,11934.839,11.9399995803833,1286.116875379678
2325985000051,1.3107743,1.4388076,6595.956,13.270000457763672,1829.9110616480198
2172478000154,1.4826152,1.6958091,6964.7534,13.050000190734863,1450.000124029306
2278881000032,1.4218501,1.5961483,6848.149,14.369999885559082,1582.949714865908
2338296000072,1.5021933,1.9359798,6734.1357,11.109999656677246,1146.3827215185693
2498197000381,1.5471013,1.8596536,7010.5215,10.430000305175781,1254.0817964959233
2802403000013,1.5222558,1.6766304,7150.176,9.487000465393066,1503.1453744424905
